0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,9.803944763345399105e-01
2.000000000000000042e-02,9.236209294388926239e-01
2.999999999999999889e-02,8.336998000540740694e-01
4.000000000000000083e-02,7.157444515935272866e-01
5.000000000000000278e-02,5.757089905896902726e-01
5.999999999999999778e-02,4.201157837932487649e-01
7.000000000000000666e-02,2.557740746670512100e-01
8.000000000000000167e-02,8.950121791537231364e-02
8.999999999999999667e-02,-7.214280992737957809e-02
1.000000000000000056e-01,-2.230979772124948579e-01
1.100000000000000006e-01,-3.580154561216370435e-01
1.199999999999999956e-01,-4.724309382942029623e-01
1.300000000000000044e-01,-5.628950875292741962e-01
1.400000000000000133e-01,-6.270581822847505205e-01
1.499999999999999944e-01,-6.637078550571136049e-01
1.600000000000000033e-01,-6.727607698557463989e-01
1.700000000000000122e-01,-6.552107983387542856e-01
1.799999999999999933e-01,-6.130378368319322480e-01
1.900000000000000022e-01,-5.490827239470044141e-01
2.000000000000000111e-01,-4.668947863442383106e-01
2.099999999999999922e-01,-3.705592580521173685e-01
2.200000000000000011e-01,-2.645122841392328894e-01
2.300000000000000100e-01,-1.533513021269934939e-01
2.399999999999999911e-01,-4.164839601736534253e-02
2.500000000000000000e-01,6.622626004948341250e-02
2.600000000000000089e-01,1.662644944619807719e-01
2.700000000000000178e-01,2.549583492139566032e-01
2.800000000000000266e-01,3.294120947468432425e-01
2.899999999999999800e-01,3.874249767696069657e-01
2.999999999999999889e-01,4.275429029248628554e-01
3.099999999999999978e-01,4.490785709678627446e-01
3.200000000000000067e-01,4.521008000174127073e-01
3.300000000000000155e-01,4.373949772267568536e-01
3.400000000000000244e-01,4.063975689084999288e-01
3.499999999999999778e-01,3.611085084532946743e-01
3.599999999999999867e-01,3.039859451864577178e-01
3.699999999999999956e-01,2.378283057833251168e-01
3.800000000000000044e-01,1.656488808225480558e-01
3.900000000000000133e-01,9.054816742871474311e-02
4.000000000000000222e-01,1.558904897739880890e-02
4.099999999999999756e-01,-5.632047591012477594e-02
4.199999999999999845e-01,-1.225328215345207750e-01
4.299999999999999933e-01,-1.807510698962919993e-01
4.400000000000000022e-01,-2.291011887811634229e-01
4.500000000000000111e-01,-2.661842823508011602e-01
4.600000000000000200e-01,-2.911078145913879589e-01
4.699999999999999734e-01,-3.034956227915556193e-01
4.799999999999999822e-01,-3.034773634943006004e-01
4.899999999999999911e-01,-2.916587978556655636e-01
5.000000000000000000e-01,-2.690750151358867193e-01
5.100000000000000089e-01,-2.371292460760667520e-01
5.200000000000000178e-01,-1.975203426633657111e-01
5.300000000000000266e-01,-1.521622945049601605e-01
5.400000000000000355e-01,-1.030993110815862090e-01
5.500000000000000444e-01,-5.241997557335645319e-02
5.600000000000000533e-01,-2.173865183638830356e-03
5.699999999999999512e-01,4.570624920066491265e-02
5.799999999999999600e-01,8.947386416123329078e-02
5.899999999999999689e-01,1.276275752514552109e-01
5.999999999999999778e-01,1.589575079117171441e-01
6.099999999999999867e-01,1.825781471614680296e-01
6.199999999999999956e-01,1.979469536902380977e-01
6.300000000000000044e-01,2.048687318055653350e-01
6.400000000000000133e-01,2.034862858658203488e-01
6.500000000000000222e-01,1.942583755769160259e-01
6.600000000000000311e-01,1.779264701303938656e-01
6.700000000000000400e-01,1.554721281578233805e-01
6.800000000000000488e-01,1.280671166546582807e-01
6.899999999999999467e-01,9.701857007457168058e-02
6.999999999999999556e-01,6.371155661264381320e-02
7.099999999999999645e-01,2.955141902585459168e-02
7.199999999999999734e-01,-4.091864420274879746e-03
7.299999999999999822e-01,-3.593522805016584332e-02
7.399999999999999911e-01,-6.482817540095514586e-02
7.500000000000000000e-01,-8.979105139371654221e-02
7.600000000000000089e-01,-1.100448068909025134e-01
7.700000000000000178e-01,-1.250315067174685157e-01
7.800000000000000266e-01,-1.344252489327889266e-01
7.900000000000000355e-01,-1.381335138410976493e-01
8.000000000000000444e-01,-1.362893836038838180e-01
8.100000000000000533e-01,-1.292353637144073031e-01
8.199999999999999512e-01,-1.174998497304349382e-01
8.299999999999999600e-01,-1.017675153471759852e-01
8.399999999999999689e-01,-8.284506457641148403e-02
8.499999999999999778e-01,-6.162390963073851452e-02
8.599999999999999867e-01,-3.904137813350160024e-02
8.699999999999999956e-01,-1.604202254794175053e-02
8.800000000000000044e-01,6.459461771635692517e-03
8.900000000000000133e-01,2.761235035662475829e-02
9.000000000000000222e-01,4.665985120871908587e-02
9.100000000000000311e-01,6.296395191537886016e-02
9.200000000000000400e-01,7.602443928017195429e-02
9.300000000000000488e-01,8.549162797385982671e-02
9.399999999999999467e-01,9.117261923819729164e-02
9.499999999999999556e-01,9.303115324498437144e-02
9.599999999999999645e-01,9.118138164726385941e-02
9.699999999999999734e-01,8.587609165183418547e-02
9.799999999999999822e-01,7.749011569142778832e-02
9.899999999999999911e-01,6.649980209658125363e-02
1.000000000000000000e+00,5.345954167403605545e-02
