0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,7.364279515854158520e-01
2.000000000000000042e-02,6.443813837572036629e-01
2.999999999999999889e-02,5.909442571253353815e-01
4.000000000000000083e-02,5.542089182594258645e-01
5.000000000000000278e-02,5.266403581661085465e-01
5.999999999999999778e-02,5.048005202736456365e-01
7.000000000000000666e-02,4.868497736185829483e-01
8.000000000000000167e-02,4.716959303361350497e-01
8.999999999999999667e-02,4.586409863752554661e-01
1.000000000000000056e-01,4.472135653583672044e-01
1.100000000000000006e-01,4.370814034313305063e-01
1.199999999999999956e-01,4.280021041577747876e-01
1.300000000000000044e-01,4.197937837541565465e-01
1.400000000000000133e-01,4.123167175362689174e-01
1.499999999999999944e-01,4.054614193168635250e-01
1.600000000000000033e-01,3.991406060607117223e-01
1.700000000000000122e-01,3.932836556243734516e-01
1.799999999999999933e-01,3.878326807653198482e-01
1.900000000000000022e-01,3.827396785433425097e-01
2.000000000000000111e-01,3.779644434358751526e-01
2.099999999999999922e-01,3.734729791129364762e-01
2.200000000000000011e-01,3.692363056225557716e-01
2.300000000000000100e-01,3.652295326496551864e-01
2.399999999999999911e-01,3.614311363208361771e-01
2.500000000000000000e-01,3.578223874342800759e-01
2.600000000000000089e-01,3.543868925069524889e-01
2.700000000000000178e-01,3.511102363014881877e-01
2.800000000000000266e-01,3.479796689046285030e-01
2.899999999999999800e-01,3.449838689952042237e-01
2.999999999999999889e-01,3.421127411461726275e-01
3.099999999999999978e-01,3.393572468427454303e-01
3.200000000000000067e-01,3.367092640551331839e-01
3.300000000000000155e-01,3.341614702752805921e-01
3.400000000000000244e-01,3.317072424532411801e-01
3.499999999999999778e-01,3.293405711666426705e-01
3.599999999999999867e-01,3.270559880614409831e-01
3.699999999999999956e-01,3.248485099403565779e-01
3.800000000000000044e-01,3.227135729726492430e-01
3.900000000000000133e-01,3.206469979163718009e-01
4.000000000000000222e-01,3.186449412798046388e-01
4.099999999999999756e-01,3.167038668200917728e-01
4.199999999999999845e-01,3.148205095836278944e-01
4.299999999999999933e-01,3.129918526007075541e-01
4.400000000000000022e-01,3.112151007078692300e-01
4.500000000000000111e-01,3.094876609215126417e-01
4.600000000000000200e-01,3.078071231469392544e-01
4.699999999999999734e-01,3.061712437993809877e-01
4.799999999999999822e-01,3.045779311439150150e-01
4.899999999999999911e-01,3.030252310023936468e-01
5.000000000000000000e-01,3.015113176639439563e-01
5.100000000000000089e-01,3.000344832950287421e-01
5.200000000000000178e-01,2.985931224579906895e-01
5.300000000000000266e-01,2.971857312917615679e-01
5.400000000000000355e-01,2.958108954715421013e-01
5.500000000000000444e-01,2.944672832019659126e-01
5.600000000000000533e-01,2.931536419533986026e-01
5.699999999999999512e-01,2.918687886838461365e-01
5.799999999999999600e-01,2.906116073744793860e-01
5.899999999999999689e-01,2.893810439791125177e-01
5.999999999999999778e-01,2.881761002565557117e-01
6.099999999999999867e-01,2.869958322364882242e-01
6.199999999999999956e-01,2.858393449108701523e-01
6.300000000000000044e-01,2.847057892533388923e-01
6.400000000000000133e-01,2.835943599342083399e-01
6.500000000000000222e-01,2.825042911868173579e-01
6.600000000000000311e-01,2.814348553025061705e-01
6.700000000000000400e-01,2.803853596859015584e-01
6.800000000000000488e-01,2.793551442906770932e-01
6.899999999999999467e-01,2.783435811049163600e-01
6.999999999999999556e-01,2.773500721821813841e-01
7.099999999999999645e-01,2.763740451070960114e-01
7.199999999999999734e-01,2.754149531502229076e-01
7.299999999999999822e-01,2.744722749897879344e-01
7.399999999999999911e-01,2.735455125686080402e-01
7.500000000000000000e-01,2.726341878236940852e-01
7.600000000000000089e-01,2.717378438267187835e-01
7.700000000000000178e-01,2.708560434790110438e-01
7.800000000000000266e-01,2.699883677423234873e-01
7.900000000000000355e-01,2.691344138965967581e-01
8.000000000000000444e-01,2.682937962831161705e-01
8.100000000000000533e-01,2.674661450134907525e-01
8.199999999999999512e-01,2.666511043337358999e-01
8.299999999999999600e-01,2.658483322943879790e-01
8.399999999999999689e-01,2.650575005413916552e-01
8.499999999999999778e-01,2.642782934166579278e-01
8.599999999999999867e-01,2.635104066634994524e-01
8.699999999999999956e-01,2.627535475858033265e-01
8.800000000000000044e-01,2.620074344852532100e-01
8.900000000000000133e-01,2.612717959278452184e-01
9.000000000000000222e-01,2.605463699432269409e-01
9.100000000000000311e-01,2.598309041529389130e-01
9.200000000000000400e-01,2.591251551998280944e-01
9.300000000000000488e-01,2.584288878874335671e-01
9.399999999999999467e-01,2.577418751075935544e-01
9.499999999999999556e-01,2.570638978117240070e-01
9.599999999999999645e-01,2.563947445677683401e-01
9.699999999999999734e-01,2.557342113356555480e-01
9.799999999999999822e-01,2.550821002562208006e-01
9.899999999999999911e-01,2.544382193196040309e-01
1.000000000000000000e+00,2.538023834292532643e-01
