0.0204044	0.0167934	0.0137308	0.0113734	0.00979883	0.00859428	0.00728097	0.0057326	0.00414455	0.00280438	0.00214202	0.00239297	0.003033	0.00363675	0.00408747	0.0043954	0.00460235	0.00471704	0.00471949	0.00462228	0.00448662	0.00436981	0.00428963	0.00424013	0.00421094	0.00419106	0.00417278	0.00415541	0.00414141	0.00413048	0.00411977
0.0193119	0.0158309	0.0129024	0.010645	0.00911199	0.00793679	0.00668733	0.00524492	0.00377694	0.00255509	0.00199639	0.00228424	0.00290527	0.00348408	0.00392203	0.00422691	0.00443118	0.00454482	0.00456045	0.00449423	0.00439417	0.00430411	0.00424015	0.00419987	0.00417571	0.00415941	0.00414535	0.00413255	0.00412216	0.00411389	0.00410607
0.0183312	0.0149727	0.0121665	0.00999946	0.00850483	0.00735551	0.00616308	0.00481611	0.00345953	0.00235281	0.00189588	0.00221334	0.00281234	0.00336575	0.00378945	0.004089	0.0042902	0.00440411	0.00443153	0.00439017	0.00431837	0.0042504	0.00420053	0.00416856	0.0041492	0.00413637	0.00412589	0.00411676	0.00410937	0.00410349	0.00409813
0.0174459	0.0142025	0.0115076	0.00942267	0.00796373	0.00683809	0.00569712	0.00443681	0.00318471	0.00219068	0.00183226	0.00217212	0.00274717	0.00327511	0.0036836	0.00397629	0.00417414	0.00428893	0.00432671	0.00430546	0.00425634	0.00420666	0.00416895	0.00414443	0.00412961	0.00412003	0.00411268	0.00410653	0.00410168	0.0040979	0.00409462
0.0166428	0.0135069	0.0109139	0.00890366	0.00747821	0.00637458	0.00528069	0.00409994	0.00294675	0.00206334	0.00179839	0.0021541	0.0027042	0.00320697	0.00359977	0.00388459	0.00407885	0.00419476	0.00424148	0.00423657	0.0042058	0.00417129	0.00414408	0.00412622	0.00411559	0.00410908	0.00410442	0.00410078	0.00409808	0.00409613	0.00409458
0.0159104	0.0128752	0.0103756	0.0084337	0.00703986	0.0059573	0.00490698	0.00380004	0.00274132	0.00196639	0.00178808	0.00215397	0.00267898	0.00315724	0.00353419	0.00381055	0.00400107	0.00411804	0.00417239	0.0041808	0.00416495	0.00414307	0.00412489	0.00411295	0.00410617	0.00410247	0.00410019	0.0040987	0.00409782	0.00409743	0.00409733
0.0152395	0.0122984	0.00988476	0.00800567	0.00664192	0.00557995	0.00457053	0.00353287	0.00256506	0.00189599	0.00179612	0.0021675	0.00266794	0.00312261	0.00348388	0.00375148	0.00393812	0.00405592	0.00411667	0.00413601	0.00413236	0.00412102	0.00411058	0.00410388	0.00410061	0.00409945	0.00409929	0.00409961	0.00410029	0.00410124	0.00410234
0.0146223	0.0117692	0.00943484	0.00761388	0.00627906	0.00523759	0.00426702	0.00329498	0.00241533	0.00184866	0.00181822	0.00219137	0.00266816	0.00310039	0.00344634	0.00370515	0.0038878	0.00400617	0.00407221	0.00410048	0.00410684	0.00410429	0.0041005	0.00409841	0.0040983	0.00409946	0.00410115	0.00410305	0.00410506	0.00410714	0.00410924
0.014052	0.0112815	0.00902058	0.00725363	0.00594692	0.00492595	0.00399283	0.00308371	0.00228988	0.00182119	0.00185087	0.00222299	0.00267737	0.00308842	0.00341961	0.00366965	0.00384829	0.0039669	0.00403727	0.00407283	0.00408741	0.00409223	0.00409411	0.00409606	0.00409878	0.00410201	0.00410535	0.00410861	0.00411175	0.00411479	0.00411771
0.0135232	0.0108301	0.00863763	0.00692113	0.00564183	0.00464178	0.00374513	0.00289684	0.00218677	0.00181055	0.00189136	0.00226038	0.00269367	0.00308488	0.00340196	0.00364345	0.00381805	0.00393657	0.00401041	0.00405192	0.00407327	0.00408423	0.00409095	0.00409643	0.00410167	0.00410675	0.00411153	0.00411597	0.00412008	0.00412391	0.00412751
0.0130311	0.0104109	0.00828225	0.00661316	0.00536083	0.0043822	0.00352154	0.00273259	0.00210424	0.00181403	0.00193751	0.00230194	0.00271562	0.00308829	0.00339199	0.0036252	0.00379576	0.0039139	0.00399046	0.0040368	0.00406371	0.00407979	0.00409064	0.00409919	0.00410666	0.00411337	0.00411943	0.00412488	0.00412981	0.00413431	0.00413846
0.0125716	0.0100201	0.00795135	0.00632709	0.00510144	0.00414488	0.00332005	0.00258944	0.00204059	0.00182915	0.00198774	0.00234653	0.00274201	0.00309747	0.00338852	0.00361377	0.00378031	0.00389779	0.00397643	0.00402668	0.00405815	0.0040785	0.00409285	0.00410406	0.00411347	0.00412163	0.0041288	0.00413512	0.00414075	0.0041458	0.00415038
0.0121414	0.00965482	0.00764243	0.00606069	0.0048616	0.00392787	0.00313902	0.00246599	0.0019941	0.00185374	0.00204078	0.00239326	0.00277188	0.00311137	0.00339056	0.00360818	0.00377076	0.00388734	0.00396752	0.00402087	0.00405607	0.00407998	0.0040973	0.00411079	0.0041219	0.00413133	0.00413946	0.00414652	0.00415273	0.00415823	0.00416315
0.0117374	0.00931236	0.00735324	0.00581205	0.0046395	0.00372954	0.00297703	0.00236111	0.00196305	0.0018859	0.00209572	0.00244143	0.00280446	0.0031292	0.00339725	0.0036076	0.00376629	0.00388176	0.00396301	0.00401883	0.00405705	0.00408391	0.00410373	0.00411918	0.00413175	0.00414228	0.00415123	0.00415893	0.00416561	0.00417147	0.00417666
0.0113572	0.00899049	0.0070818	0.00557959	0.00443369	0.00354845	0.00283287	0.00227357	0.0019458	0.00192409	0.00215182	0.00249052	0.00283914	0.00315023	0.00340787	0.00361132	0.0037662	0.00388039	0.00396231	0.00402003	0.00406071	0.00409	0.00411192	0.00412903	0.00414287	0.00415434	0.004164	0.00417222	0.0041793	0.00418544	0.00419082
0.0109984	0.00868727	0.00682658	0.00536188	0.00424287	0.00338339	0.00270548	0.00220222	0.00194059	0.00196694	0.00220856	0.00254014	0.00287544	0.00317389	0.00342182	0.00361872	0.00376988	0.00388267	0.00396491	0.00402409	0.00406673	0.004098	0.00412166	0.00414018	0.0041551	0.00416738	0.00417763	0.00418629	0.00419368	0.00420003	0.00420554
0.0106591	0.00840101	0.00658612	0.0051578	0.0040659	0.00323331	0.00259385	0.00214598	0.00194586	0.0020134	0.00226556	0.00258999	0.00291295	0.00319973	0.00343858	0.00362928	0.00377681	0.00388807	0.00397037	0.00403062	0.0040748	0.0041077	0.00413281	0.0041525	0.00416832	0.00418128	0.00419203	0.00420105	0.00420868	0.00421518	0.00422076
0.0103377	0.00813022	0.00635925	0.00496626	0.00390188	0.00309729	0.00249712	0.00210359	0.00196007	0.00206254	0.0023225	0.00263983	0.00295135	0.00322733	0.0034577	0.00364253	0.00378655	0.00389621	0.00397833	0.00403932	0.00408469	0.00411889	0.00414518	0.00416585	0.00418243	0.00419595	0.00420711	0.0042164	0.00422421	0.00423082	0.00423642
0.0100325	0.00787369	0.00614488	0.00478636	0.00374994	0.00297449	0.00241442	0.00207385	0.00198185	0.00211368	0.00237916	0.00268948	0.0029904	0.00325634	0.00347881	0.00365809	0.0037987	0.0039067	0.00398845	0.0040499	0.00409618	0.0041314	0.00415864	0.00418011	0.00419732	0.0042113	0.00422278	0.00423229	0.00424022	0.00424687	0.00425247
0.0097424	0.00763019	0.00594203	0.00461733	0.00360937	0.00286424	0.00234489	0.00205553	0.00200987	0.0021662	0.00243537	0.00273884	0.00302986	0.00328651	0.00350157	0.00367562	0.00381293	0.00391922	0.00400044	0.00406213	0.00410906	0.00414508	0.00417308	0.0041952	0.00421291	0.00422725	0.00423899	0.00424865	0.00425666	0.00426331	0.00426886
0.00946611	0.00739881	0.00574993	0.00445849	0.00347947	0.00276582	0.0022877	0.00204743	0.00204311	0.00221966	0.00249103	0.00278779	0.00306959	0.00331759	0.00352574	0.00369482	0.00382894	0.0039335	0.00401405	0.0040758	0.00412317	0.00415978	0.00418838	0.004211	0.00422911	0.00424374	0.00425566	0.00426542	0.00427345	0.00428008	0.00428555

